"Dataset","Age","lh_bankssts_thickness"
"NIH_PD","14.08219178",2.58
"NIH_PD","16.3260274",2.593
"NIH_PD","5.490410959",2.601
"NIH_PD","7.739726027",2.51
"NIH_PD","5.243835616",2.807
"NIH_PD","7.016438356",2.579
"NIH_PD","8.939726027",2.59
"NIH_PD","17.36986301",2.831
"NIH_PD","19.11506849",2.719
"NIH_PD","9.164383562",2.95
"NIH_PD","11.41369863",2.967
"NIH_PD","12.35068493",2.92
"NIH_PD","15.75342466",2.584
"NIH_PD","17.82465753",2.624
"NIH_PD","19.56986301",2.541
"NIH_PD","14.17534247",2.462
"NIH_PD","16.16986301",2.488
"NIH_PD","11.93424658",2.549
"NIH_PD","13.81369863",2.607
"NIH_PD","13.9890411",2.628
"NIH_PD","16.16712329",2.418
"NIH_PD","6.597260274",2.639
"NIH_PD","8.849315068",2.643
"NIH_PD","10.63287671",2.575
"NIH_PD","10.06849315",2.677
"NIH_PD","11.71780822",2.745
"NIH_PD","14.64657534",2.591
"NIH_PD","15.5369863",2.525
"NIH_PD","17.37808219",2.488
"NIH_PD","12.29041096",2.797
"NIH_PD","15.44383562",2.736
"NIH_PD","16.35342466",2.677
"NIH_PD","13.04657534",1.588
"NIH_PD","16.70136986",2.521
"NIH_PD","6.356164384",2.665
"NIH_PD","8.112328767",2.762
"NIH_PD","1",1.377
"NIH_PD","1.230136986",2.248
"NIH_PD","1.512328767",2.03
"NIH_PD","2.01369863",2.381
"NIH_PD","2.512328767",2.259
"NIH_PD","2.57260274",2.904
"NIH_PD","3.008219178",2.728
"NIH_PD","0.457534247",1.302
"NIH_PD","4.164383562",2.496
"NIH_PD","7.967123288",2.754
"NIH_PD","2.531506849",2.135
"NIH_PD","2.964383562",2.948
"NIH_PD","0.797260274",2.142
"NIH_PD","4.252054795",2.526
"NIH_PD","6.117808219",2.592
"NIH_PD","7.887671233",2.593
"NIH_PD","1.471232877",3.025
"NIH_PD","2.624657534",3.102
"NIH_PD","1.005479452",1.689
"NIH_PD","1.219178082",2.819
"NIH_PD","1.539726027",2.647
"NIH_PD","0.542465753",1.111
"NIH_PD","0.789041096",2.34
"NIH_PD","1.265753425",2.648
"NIH_PD","1.495890411",2.648
"NIH_PD","1.602739726",2.139
"NIH_PD","2.6",2.627
"NIH_PD","3.035616438",2.887
"NIH_PD","1.049315068",2.539
"NIH_PD","4.408219178",2.172
"NIH_PD","2.490410959",2.495
"NIH_PD","3.021917808",2.139
"NIH_PD","4.369863014",2.36
"NIH_PD","6.405479452",2.191
"NIH_PD","2.531506849",2.963
"NIH_PD","3.068493151",2.705
"NIH_PD","4.183561644",3.019
"NIH_PD","5.630136986",3.121
"NIH_PD","2.528767123",2.427
"NIH_PD","5.189041096",2.542
"NIH_PD","1.553424658",2.56
"NIH_PD","2.071232877",1.862
"NIH_PD","2.58630137",2.166
"NIH_PD","0.531506849",1.08
"NIH_PD","1.260273973",1.809
"NIH_PD","2.02739726",2.729
"NIH_PD","5.04109589",2.752
"NIH_PD","2.084931507",2.145
"NIH_PD","2.545205479",2.462
"NIH_PD","5.756164384",2.827
"NIH_PD","4.090410959",2.9
"NIH_PD","0.991780822",1.982
"NIH_PD","1.293150685",1.008
"NIH_PD","2.057534247",1.673
"NIH_PD","3.076712329",2.505
"NIH_PD","1.578082192",2.733
"NIH_PD","2.465753425",2.833
"NIH_PD","0.78630137",2.401
"NIH_PD","1.230136986",2.479
"NIH_PD","1.553424658",2.743
"NIH_PD","4.24109589",2.83
"NIH_PD","5.991780822",2.934
"NIH_PD","8.394520548",2.776
"NIH_PD","1.030136986",1.996
"NIH_PD","1.490410959",3.678
"NIH_PD","2.101369863",3.339
"NIH_PD","3.076712329",3.258
"NIH_PD","4.216438356",3.02
"NIH_PD","2.005479452",2.825
"NIH_PD","2.95890411",2.359
"NIH_PD","0.219178082",2.199
"NIH_PD","0.967123288",2.293
"NIH_PD","1.224657534",1.785
"NIH_PD","2.482191781",2.262
"NIH_PD","0.449315068",0.969
"NIH_PD","0.964383562",2.585
"NIH_PD","1.019178082",2.568
"NIH_PD","2.052054795",2.592
"NIH_PD","2.610958904",2.158
"NIH_PD","2.512328767",2.852
"NIH_PD","3.073972603",2.869
"NIH_PD","2.42739726",2.365
"NIH_PD","0.287671233",1.007
"NIH_PD","1.257534247",2.012
"NIH_PD","1.545205479",2.327
"NIH_PD","2.591780822",2.68
"NIH_PD","3.065753425",2.704
"NIH_PD","4.312328767",1.765
"NIH_PD","6.232876712",2.475
"NIH_PD","0.076712329",1.1
"NIH_PD","0.468493151",1.039
"NIH_PD","1.230136986",2.515
"NIH_PD","1.561643836",2.497
"NIH_PD","1.002739726",1.676
"NIH_PD","1.575342466",2.166
"NIH_PD","3.098630137",1.529
"NIH_PD","0.284931507",1.848
"NIH_PD","0.778082192",2.414
"NIH_PD","1.953424658",2.356
"NIH_PD","0.230136986",1.318
"NIH_PD","0.523287671",0.914
"NIH_PD","0.810958904",1.55
"NIH_PD","0.515068493",1.237
"NIH_PD","1.484931507",1.129
"NIH_PD","2.58630137",2.665
"NIH_PD","1.002739726",2.97
"NIH_PD","0.693150685",2.041
"NIH_PD","0.942465753",3.182
"NIH_PD","1.249315068",3.051
"NIH_PD","1.512328767",2.888
"NIH_PD","2.994520548",2.314
"NIH_PD","0.254794521",0
"NIH_PD","2.58630137",2.97
"NIH_PD","3.005479452",2.337
"NIH_PD","4.334246575",2.834
"NIH_PD","2.542465753",2.792
"NIH_PD","3.038356164",2.889
"NIH_PD","1.287671233",2.219
"NIH_PD","2.049315068",3.298
"NIH_PD","0.517808219",0.565
"NIH_PD","1.249315068",1.133
"NIH_PD","1.246575342",3.141
"NIH_PD","1.956164384",2.886
"NIH_PD","2.515068493",2.903
"NIH_PD","1.268493151",2.238
"NIH_PD","1.446575342",2.542
"NIH_PD","2.002739726",2.56
"NIH_PD","2.517808219",2.689
"NIH_PD","4.093150685",2.17
"NIH_PD","0.287671233",1.116
"NIH_PD","1.284931507",2.67
"NIH_PD","2.065753425",2.508
"NIH_PD","2.58630137",2.378
"NIH_PD","3.043835616",2.674
"NIH_PD","4.117808219",2.366
"NIH_PD","0.728767123",1.135
"NIH_PD","1.257534247",2.134
"NIH_PD","1.479452055",2.197
"NIH_PD","0.076712329",1.869
"NIH_PD","2.043835616",2.272
"NIH_PD","2.526027397",2.376
"NIH_PD","3.095890411",2.508
"NIH_PD","4.191780822",2.883
"NIH_PD","5.273972603",2.43
"NIH_PD","0.054794521",1.68
"NIH_PD","1.564383562",2.144
"NIH_PD","1.931506849",2.142
"NIH_PD","2.526027397",2.59
"NIH_PD","1.016438356",2.927
"NIH_PD","1.490410959",2.714
"NIH_PD","2.55890411",2.228
"NIH_PD","3",2.279
"NIH_PD","4.035616438",2.204
"NIH_PD","1.019178082",1.743
"NIH_PD","1.550684932",2.318
"NIH_PD","0.975342466",1.231
"NIH_PD","1.230136986",1.549
"NIH_PD","1.539726027",2.338
"NIH_PD","2.035616438",2.236
"NIH_PD","2.517808219",2.135
"NIH_PD","3.035616438",2.738
"NIH_PD","0.534246575",0.994
"NIH_PD","1.030136986",1.816
"NIH_PD","1.564383562",3.05
"NIH_PD","2.068493151",2.976
"NIH_PD","2.564383562",3.133
"NIH_PD","4.035616438",2.403
"NIH_PD","1.252054795",2.093
"NIH_PD","1.463013699",2.332
"NIH_PD","2.04109589",2.449
"NIH_PD","0.304109589",1.64
"NIH_PD","0.967123288",2.227
"NIH_PD","1.512328767",2.514
"NIH_PD","1.301369863",1.783
"NIH_PD","1.583561644",2.084
"NIH_PD","1.57260274",2.606
"NIH_PD","1.460273973",3.003
"NIH_PD","2.057534247",2.749
"NIH_PD","2.550684932",2.208
"NIH_PD","3.01369863",2.429
"NIH_PD","4.104109589",2.668
"NIH_PD","0.298630137",1.577
"NIH_PD","1.575342466",1.834
"NIH_PD","0.210958904",0.799
"NIH_PD","0.263013699",1.646
"NIH_PD","1.260273973",3.034
"NIH_PD","1.528767123",1.707
"NIH_PD","2.506849315",3.086
"NIH_PD","3.008219178",2.851
"NIH_PD","0.997260274",1.381
"NIH_PD","1.282191781",1.844
"NIH_PD","1.547945205",2.085
"NIH_PD","2.024657534",2.384
"NIH_PD","4.136986301",2.01
"NIH_PD","1.268493151",2.016
"NIH_PD","1.443835616",2.011
"NIH_PD","2.076712329",2.509
"NIH_PD","2.569863014",2.374
"NIH_PD","3.016438356",2.592
"NIH_PD","4.090410959",2.611
"OASIS_3","65",2.46
"OASIS_3","67",2.542
"OASIS_3","71",2.39
"OASIS_3","73",2.45
"OASIS_3","68",2.21
"OASIS_3","68",2.391
"OASIS_3","73",2.435
"OASIS_3","73",2.437
"OASIS_3","60",2.1
"OASIS_3","63",2.257
"OASIS_3","66",2.05
"OASIS_3","66",2.13
"OASIS_3","68",2.184
"OASIS_3","58",2.47
"OASIS_3","61",2.368
"OASIS_3","61",2.412
"OASIS_3","64",2.411
"OASIS_3","49",2.521
"OASIS_3","51",2.528
"OASIS_3","54",2.433
"OASIS_3","54",2.417
"OASIS_3","57",2.469
"OASIS_3","62",2.142
"OASIS_3","63",2.209
"OASIS_3","68",2.124
"OASIS_3","68",2.146
"OASIS_3","71",2.206
"OASIS_3","52",2.224
"OASIS_3","55",2.321
"OASIS_3","55",2.326
"OASIS_3","57",2.265
"OASIS_3","49",2.552
"OASIS_3","52",2.634
"OASIS_3","55",2.554
"OASIS_3","68",2.357
"OASIS_3","78",2.126
"OASIS_3","83",1.985
"OASIS_3","70",2.397
"OASIS_3","73",2.372
"OASIS_3","65",2.407
"OASIS_3","67",2.299
"OASIS_3","69",2.267
"OASIS_3","70",2.252
"OASIS_3","53",2.302
"OASIS_3","71",2.217
"OASIS_3","73",2.347
"OASIS_3","69",2.475
"OASIS_3","65",2.345
"OASIS_3","71",2.344
"OASIS_3","68",2.374
"OASIS_3","71",2.466
"OASIS_3","73",2.425
"OASIS_3","66",2.283
"OASIS_3","54",2.35
"OASIS_3","59",2.409
"OASIS_3","79",2.124
"OASIS_3","66",2.625
"OASIS_3","59",2.547
"OASIS_3","63",2.469
"OASIS_3","66",2.538
"OASIS_3","69",2.528
"OASIS_3","73",2.189
"OASIS_3","63",2.545
"OASIS_3","63",2.858
"OASIS_3","66",2.528
"OASIS_3","82",2.446
"OASIS_3","85",2.417
"OASIS_3","66",2.044
"OASIS_3","69",2.105
"OASIS_3","69",2.092
"OASIS_3","70",2.119
"OASIS_3","72",2.14
"OASIS_3","73",2.199
"OASIS_3","77",2.257
"OASIS_3","70",2.416
"OASIS_3","74",2.519
"OASIS_3","60",2.599
"OASIS_3","62",2.612
"OASIS_3","66",2.649
"OASIS_3","66",2.514
"OASIS_3","63",2.217
"OASIS_3","52",2.501
"OASIS_3","80",2.41
"OASIS_3","51",2.205
"OASIS_3","54",2.332
"OASIS_3","56",2.398
"OASIS_3","60",2.347
"OASIS_3","71",2.317
"OASIS_3","75",2.259
"OASIS_3","75",2.428
"OASIS_3","79",2.318
"OASIS_3","72",2.203
"OASIS_3","72",2.015
"OASIS_3","65",2.281
"OASIS_3","66",2.192
"OASIS_3","69",2.224
"OASIS_3","71",2.188
"OASIS_3","73",2.184
"OASIS_3","76",2.451
"OASIS_3","79",2.394
"OASIS_3","80",2.375
"OASIS_3","80",2.336
"OASIS_3","81",2.291
"OASIS_3","83",2.357
"OASIS_3","76",2.184
"OASIS_3","45",2.405
"OASIS_3","50",2.382
"OASIS_3","53",2.344
"OASIS_3","62",2.352
"OASIS_3","66",2.354
"OASIS_3","59",2.312
"OASIS_3","66",2.326
"OASIS_3","69",2.288
"OASIS_3","68",2.171
"OASIS_3","76",2.498
"OASIS_3","53",2.726
"OASIS_3","56",2.69
"OASIS_3","60",2.387
"OASIS_3","68",2.254
"OASIS_3","59",2.178
"OASIS_3","59",2.179
"OASIS_3","62",2.144
"OASIS_3","67",2.276
"OASIS_3","75",2.36
"OASIS_3","81",2.273
"OASIS_3","66",2.481
"OASIS_3","74",2.439
"OASIS_3","77",2.444
"OASIS_3","81",2.545
"OASIS_3","65",2.285
"OASIS_3","65",2.434
"OASIS_3","68",2.457
"OASIS_3","68",2.463
"OASIS_3","73",2.311
"OASIS_3","68",2.36
"OASIS_3","69",2.473
"OASIS_3","74",2.411
"OASIS_3","65",2.461
"OASIS_3","67",2.472
"OASIS_3","70",2.416
"OASIS_3","73",2.243
"OASIS_3","73",2.305
"OASIS_3","78",2.252
"OASIS_3","78",2.27
"OASIS_3","53",2.356
"OASIS_3","53",2.283
"OASIS_3","56",2.364
"OASIS_3","55",2.499
"OASIS_3","56",2.509
"OASIS_3","59",2.607
"OASIS_3","62",2.581
"OASIS_3","65",2.494
"OASIS_3","68",2.22
"OASIS_3","71",2.188
"OASIS_3","75",2.17
"OASIS_3","73",2.531
"OASIS_3","74",2.576
"OASIS_3","70",2.324
"OASIS_3","59",2.197
"OASIS_3","62",2.434
"OASIS_3","65",2.369
"OASIS_3","65",2.37
"OASIS_3","65",2.46
"OASIS_3","67",2.38
"OASIS_3","71",2.343
"OASIS_3","54",2.416
"OASIS_3","67",2.51
"OASIS_3","71",2.481
"OASIS_3","73",2.455
"OASIS_3","78",2.264
"OASIS_3","75",2.31
"OASIS_3","71",2.021
"OASIS_3","72",2.27
"OASIS_3","73",2.276
"OASIS_3","77",2.183
"OASIS_3","77",2.24
"OASIS_3","79",2.251
"OASIS_3","68",2.615
"OASIS_3","70",2.518
"OASIS_3","71",2.199
"OASIS_3","66",2.346
"OASIS_3","68",2.281
"OASIS_3","66",2.366
"OASIS_3","65",2.454
"OASIS_3","68",2.408
"OASIS_3","68",2.429
"OASIS_3","71",2.434
"OASIS_3","74",2.409
"OASIS_3","77",2.316
"OASIS_3","76",2.414
"OASIS_3","80",2.386
"OASIS_3","69",2.4
"OASIS_3","65",2.449
"OASIS_3","71",2.485
"OASIS_3","68",2.201
"OASIS_3","73",2.465
"OASIS_3","71",2.434
"OASIS_3","72",2.374
"OASIS_3","77",2.42
"OASIS_3","70",2.262
"OASIS_3","67",2.052
"OASIS_3","69",2.07
"OASIS_3","73",2.083
"OASIS_3","72",2.656
"OASIS_3","75",2.518
"OASIS_3","61",2.501
"OASIS_3","64",2.501
"OASIS_3","61",2.452
"OASIS_3","71",2.407
"OASIS_3","76",2.391
"OASIS_3","78",2.353
"OASIS_3","68",2.537
"OASIS_3","73",2.319
"OASIS_3","75",2.426
"OASIS_3","81",2.33
"OASIS_3","66",2.229
"OASIS_3","63",2.228
"OASIS_3","66",2.277
"OASIS_3","69",2.261
"OASIS_3","69",2.247
"OASIS_3","70",2.257
"OASIS_3","72",2.285
"OASIS_3","78",2.329
"OASIS_3","56",2.343
"OASIS_3","56",2.516
"OASIS_3","60",2.346
"OASIS_3","70",2.267
"OASIS_3","73",2.267
"OASIS_3","75",2.204
"OASIS_3","81",2.251
"OASIS_3","69",2.422
"OASIS_3","50",2.738
"OASIS_3","55",2.636
"OASIS_3","68",2.121
"OASIS_3","64",2.184
"OASIS_3","68",2.226
"OASIS_3","46",1.838
"OASIS_3","49",2.247
"OASIS_3","74",2.194
"OASIS_3","78",2.168
"OASIS_3","67",2.244
"OASIS_3","53",2.459
"OASIS_3","78",2.233
"OASIS_3","73",2.338
"OASIS_3","46",2.182
"OASIS_3","49",2.101
"OASIS_3","64",2.475
"OASIS_3","66",2.472
"OASIS_3","59",2.434
"OASIS_3","62",2.294
"OASIS_3","64",2.214
"OASIS_3","67",2.186
"OASIS_3","60",2.34
"OASIS_3","62",2.391
"OASIS_3","54",2.378
"OASIS_3","79",2.261
"OASIS_3","58",2.35
"OASIS_3","72",2.269
"OASIS_3","56",2.318
"OASIS_3","49",2.209
"OASIS_3","52",2.407
"OASIS_3","55",2.341
"OASIS_3","55",2.39
"OASIS_3","66",2.208
"OASIS_3","67",2.318
"OASIS_3","72",2.265
"OASIS_3","66",2.182
"OASIS_3","70",2.114
"OASIS_3","85",2.149
"OASIS_3","50",2.48
"OASIS_3","52",2.376
"OASIS_3","57",2.443
"OASIS_3","65",2.064
"OASIS_3","62",2.412
"OASIS_3","63",2.496
"OASIS_3","73",2.29
"OASIS_3","75",2.254
"OASIS_3","77",2.251
"OASIS_3","79",2.318
"OASIS_3","75",2.101
"OASIS_3","77",2.154
"OASIS_3","82",2.137
"OASIS_3","68",2.546
"OASIS_3","71",2.622
"OASIS_3","52",2.571
"OASIS_3","54",2.428
"OASIS_3","56",2.434
"OASIS_3","60",2.429
"OASIS_3","62",2.299
"OASIS_3","67",2.348
"OASIS_3","70",2.425
"OASIS_3","71",2.377
"OASIS_3","65",2.431
"OASIS_3","70",2.132
"OASIS_3","72",2.348
"OASIS_3","58",2.349
"OASIS_3","61",2.291
"OASIS_3","64",2.361
"OASIS_3","65",2.269
"OASIS_3","67",2.317
"OASIS_3","57",2.42
"OASIS_3","60",2.357
"OASIS_3","63",2.314
"OASIS_3","85",2.373
"OASIS_3","87",2.328
"OASIS_3","71",2.355
"OASIS_3","73",2.387
"OASIS_3","77",2.418
"OASIS_3","77",2.299
"OASIS_3","66",2.458
"OASIS_3","66",2.196
"OASIS_3","67",2.141
"OASIS_3","70",2.198
"OASIS_3","65",2.439
"OASIS_3","72",2.467
"OASIS_3","74",2.423
"OASIS_3","55",2.258
"OASIS_3","62",2.277
"OASIS_3","65",2.346
"OASIS_3","67",2.388
"OASIS_3","57",2.381
"OASIS_3","60",2.34
"OASIS_3","63",2.42
"OASIS_3","63",2.417
"OASIS_3","65",2.448
"OASIS_3","72",2.334
"OASIS_3","49",2.484
"OASIS_3","72",2.463
"OASIS_3","73",2.496
"OASIS_3","76",2.523
"OASIS_3","74",2.073
"OASIS_3","76",2.075
"OASIS_3","58",2.53
"OASIS_3","64",2.491
"OASIS_3","45",2.277
"OASIS_3","63",2.503
"OASIS_3","47",2.536
"OASIS_3","66",2.404
"OASIS_3","71",2.4
"OASIS_3","56",2.558
"OASIS_3","60",2.465
"OASIS_3","83",2.636
"OASIS_3","84",2.398
"OASIS_3","85",2.381
"OASIS_3","88",2.167
"OASIS_3","49",2.302
"OASIS_3","53",2.409
"OASIS_3","75",2.312
"OASIS_3","86",2.317
"OASIS_3","89",2.363
"OASIS_3","60",3.068
"OASIS_3","63",2.445
"OASIS_3","65",2.347
"OASIS_3","68",2.286
"OASIS_3","71",2.266
"OASIS_3","72",2.276
"OASIS_3","73",2.321
"OASIS_3","77",2.227
"OASIS_3","83",2.426
"OASIS_3","55",2.2
"OASIS_3","56",2.348
"OASIS_3","87",2.177
"OASIS_3","73",2.455
"OASIS_3","71",2.399
"OASIS_3","72",2.448
"OASIS_3","52",2.344
"OASIS_3","69",2.015
"OASIS_3","73",2.111
"OASIS_3","65",2.431
"OASIS_3","71",2.337
"OASIS_3","60",2.396
"OASIS_3","62",2.318
"OASIS_3","74",2.246
"OASIS_3","73",2.384
"OASIS_3","72",2.189
"OASIS_3","73",2.312
"OASIS_3","70",2.405
"OASIS_3","75",2.404
"OASIS_3","75",2.447
"OASIS_3","78",2.394
"OASIS_3","66",1.856
"OASIS_3","73",2.022
"OASIS_3","74",2.222
"OASIS_3","76",2.241
"OASIS_3","74",2.426
"OASIS_3","74",2.4
"OASIS_3","77",2.417
"OASIS_3","68",2.307
"OASIS_3","73",2.141
"OASIS_3","69",2.238
"OASIS_3","74",2.303
"OASIS_3","79",2.379
"OASIS_3","81",2.438
"OASIS_3","71",2.322
"OASIS_3","75",2.489
"OASIS_3","82",2.505
"OASIS_3","95",2.187
"OASIS_3","60",2.338
"OASIS_3","64",2.335
"OASIS_3","66",2.38
"OASIS_3","82",2.221
"OASIS_3","74",2.224
"OASIS_3","74",2.326
"OASIS_3","76",2.202
"OASIS_3","56",2.392
"OASIS_3","78",2.2
"OASIS_3","80",2.215
"OASIS_3","83",2.27
"OASIS_3","67",2.39
"OASIS_3","71",2.352
"OASIS_3","73",2.329
"OASIS_3","78",2.266
"OASIS_3","62",2.407
"OASIS_3","63",2.28
"OASIS_3","67",2.441
"OASIS_3","67",2.449
"OASIS_3","69",2.423
"OASIS_3","56",2.094
"OASIS_3","62",2.13
"OASIS_3","63",2.058
"OASIS_3","67",2.308
"OASIS_3","68",2.234
"OASIS_3","70",2.287
"OASIS_3","63",2.254
"OASIS_3","66",2.231
"OASIS_3","76",2.257
"OASIS_3","73",2.079
"OASIS_3","89",2.282
"OASIS_3","73",1.98
"OASIS_3","72",2.314
"OASIS_3","75",2.336
"OASIS_3","88",2.419
"OASIS_3","73",1.778
"OASIS_3","74",2.306
"OASIS_3","75",2.156
"OASIS_3","79",2.084
"OASIS_3","83",2.079
"OASIS_3","51",2.424
"OASIS_3","57",2.472
"OASIS_3","74",2.442
"OASIS_3","77",2.494
"OASIS_3","81",2.641
"OASIS_3","53",2.413
"OASIS_3","56",2.358
"OASIS_3","74",2.354
"OASIS_3","54",2.605
"OASIS_3","67",2.202
"OASIS_3","70",2.302
"OASIS_3","70",2.482
"OASIS_3","75",2.471
"OASIS_3","75",2.19
"OASIS_3","75",2.62
"OASIS_3","79",2.574
"OASIS_3","83",2.589
"OASIS_3","50",2.388
"OASIS_3","55",2.489
"OASIS_3","55",2.535
"OASIS_3","59",2.464
"OASIS_3","64",2.535
"OASIS_3","65",2.494
"OASIS_3","68",2.571
"OASIS_3","73",2.143
"OASIS_3","73",2.216
"OASIS_3","74",2.175
"OASIS_3","76",2.12
"OASIS_3","69",2.078
"OASIS_3","69",2.121
"OASIS_3","49",2.487
"OASIS_3","50",2.451
"OASIS_3","53",2.524
"OASIS_3","56",2.392
"OASIS_3","92",2.021
"OASIS_3","95",2.231
"OASIS_3","79",2.233
"OASIS_3","82",2.243
"OASIS_3","84",2.214
"OASIS_3","66",2.558
"OASIS_3","48",2.407
"OASIS_3","73",2.484
"OASIS_3","75",2.394
"OASIS_3","67",2.397
"OASIS_3","43",2.376
"OASIS_3","76",2.142
"OASIS_3","73",2.613
"OASIS_3","75",2.651
"OASIS_3","79",2.614
"OASIS_3","66",2.476
"OASIS_3","67",2.334
"OASIS_3","71",2.319
"OASIS_3","74",2.35
"OASIS_3","59",2.324
"OASIS_3","75",0.967
"OASIS_3","71",2.388
"OASIS_3","73",2.38
"OASIS_3","78",2.303
"OASIS_3","87",2.515
"OASIS_3","68",2.254
"OASIS_3","68",2.292
"OASIS_3","71",2.217
"OASIS_3","67",2.312
"OASIS_3","63",2.168
"OASIS_3","63",2.212
"OASIS_3","66",2.276
"OASIS_3","69",2.17
"OASIS_3","51",2.257
"OASIS_3","51",2.27
"OASIS_3","52",2.249
"OASIS_3","54",2.309
"OASIS_3","60",2.378
"OASIS_3","63",2.272
"OASIS_3","67",2.344
"OASIS_3","68",2.29
"OASIS_3","60",2.43
"OASIS_3","75",2.484
"OASIS_3","85",2.019
"OASIS_3","88",1.84
"OASIS_3","71",2.446
"OASIS_3","72",2.36
"OASIS_3","74",2.159
"OASIS_3","76",2.157
"OASIS_3","54",2.326
"OASIS_3","58",2.216
"OASIS_3","55",2.279
"OASIS_3","55",2.292
"OASIS_3","57",2.258
"OASIS_3","61",2.276
"OASIS_3","61",2.357
"OASIS_3","61",2.234
"OASIS_3","62",2.173
"OASIS_3","64",2.307
"OASIS_3","73",2.339
"OASIS_3","72",2.197
"OASIS_3","75",2.148
"OASIS_3","78",2.257
"OASIS_3","70",1.986
"OASIS_3","75",2.432
"OASIS_3","76",2.417
"OASIS_3","78",2.383
"OASIS_3","78",2.41
"OASIS_3","57",2.663
"OASIS_3","60",2.686
"OASIS_3","93",2.132
"OASIS_3","62",2.511
"OASIS_3","61",2.593
"OASIS_3","64",2.343
"OASIS_3","57",2.291
"OASIS_3","60",2.293
"OASIS_3","63",2.347
"OASIS_3","70",2.286
"OASIS_3","74",2.308
"OASIS_3","52",2.372
"OASIS_3","54",2.364
"OASIS_3","72",2.439
"OASIS_3","56",2.534
"OASIS_3","61",2.567
"OASIS_3","69",2.422
"OASIS_3","64",2.436
"OASIS_3","62",2.737
"OASIS_3","64",2.53
"OASIS_3","68",2.417
"OASIS_3","72",2.395
"OASIS_3","74",2.415
"OASIS_3","78",2.327
"OASIS_3","74",2.222
"OASIS_3","70",2.68
"OASIS_3","79",2.329
"OASIS_3","81",2.287
"OASIS_3","81",2.34
"OASIS_3","86",2.329
"OASIS_3","64",2.231
"OASIS_3","71",2.381
"OASIS_3","52",2.381
"OASIS_3","55",2.318
"OASIS_3","55",2.439
"OASIS_3","59",2.33
"OASIS_3","75",2.54
"OASIS_3","67",2.332
"OASIS_3","69",2.395
"OASIS_3","72",2.317
"OASIS_3","76",2.33
"OASIS_3","52",2.384
"OASIS_3","55",2.351
"OASIS_3","55",2.44
"OASIS_3","65",2.495
"OASIS_3","69",2.52
"OASIS_3","70",2.457
"OASIS_3","71",2.368
"OASIS_3","70",2.511
"OASIS_3","73",2.52
"OASIS_3","80",2.517
"OASIS_3","86",2.232
"OASIS_3","75",2.4
"OASIS_3","76",2.698
"OASIS_3","64",2.37
"OASIS_3","68",2.426
"OASIS_3","73",2.38
"OASIS_3","75",2.407
"OASIS_3","78",2.321
"OASIS_3","68",2.157
"OASIS_3","86",2.115
"OASIS_3","88",2.145
"OASIS_3","63",2.316
"OASIS_3","67",2.378
"OASIS_3","69",2.413
"OASIS_3","73",2.352
"OASIS_3","76",2.365
"OASIS_3","69",2.229
"OASIS_3","71",2.211
"OASIS_3","74",2.083
"OASIS_3","70",2.359
"OASIS_3","61",2.306
"OASIS_3","62",2.354
"OASIS_3","67",2.368
"OASIS_3","70",2.317
"OASIS_3","86",2.456
"OASIS_3","89",2.475
"OASIS_3","71",2.245
"OASIS_3","55",2.272
"OASIS_3","58",2.468
"OASIS_3","58",2.413
"OASIS_3","58",2.346
"OASIS_3","61",2.345
"OASIS_3","80",2.321
"OASIS_3","66",2.402
"OASIS_3","54",2.557
"OASIS_3","60",2.447
"OASIS_3","62",2.367
"OASIS_3","62",2.331
"OASIS_3","65",2.319
"OASIS_3","74",2.443
"OASIS_3","77",2.536
"OASIS_3","60",2.86
"OASIS_3","63",2.665
"OASIS_3","67",2.187
"OASIS_3","71",2.229
"OASIS_3","53",2.504
"OASIS_3","60",2.528
"OASIS_3","74",2.481
"OASIS_3","86",2.347
"OASIS_3","88",2.349
"OASIS_3","89",2.341
"OASIS_3","51",2.482
"OASIS_3","56",2.55
"OASIS_3","74",2.593
"OASIS_3","78",2.644
"OASIS_3","80",2.667
"OASIS_3","83",2.596
"OASIS_3","80",2.22
"OASIS_3","67",2.378
"OASIS_3","69",2.246
"OASIS_3","79",2.314
"OASIS_3","56",2.447
"OASIS_3","63",2.465
"OASIS_3","67",2.574
"OASIS_3","70",2.401
"OASIS_3","74",2.552
"OASIS_3","68",2.276
"OASIS_3","71",2.401
"OASIS_3","72",2.39
"OASIS_3","76",2.396
"OASIS_3","70",2.538
"OASIS_3","86",2.157
"OASIS_3","77",1.757
"OASIS_3","81",2.234
"OASIS_3","84",2.251
"OASIS_3","68",2.059
"OASIS_3","68",2.189
"OASIS_3","70",2.232
"OASIS_3","73",2.232
"OASIS_3","88",2.121
"OASIS_3","63",2.161
"OASIS_3","66",2.067
"OASIS_3","58",2.544
"OASIS_3","72",2.28
"OASIS_3","68",2.376
"OASIS_3","73",2.357
"OASIS_3","76",2.327
"OASIS_3","68",2.071
"OASIS_3","71",2.104
"OASIS_3","80",2.23
"OASIS_3","57",2.503
"OASIS_3","62",2.491
"OASIS_3","55",2.461
"OASIS_3","60",2.386
"OASIS_3","69",2.368
"OASIS_3","70",2.389
"OASIS_3","58",2.585
"OASIS_3","73",2.341
"OASIS_3","42",2.278
"OASIS_3","42",2.21
"OASIS_3","60",2.468
"OASIS_3","63",2.428
"OASIS_3","66",2.355
"OASIS_3","68",2.397
"OASIS_3","72",2.378
