Age,ICV
12.35,1412136.206
12.35,1805595.424
12.36,1214386.681
12.37,1442923.165
12.38,1511396.374
12.38,1458200.777
12.38,1452858.464
12.40,1383326.343
12.40,1672725.16
12.40,1714107.113
12.40,1574394.165
12.43,1392118.111
12.43,1420368.525
12.44,1600860.732
12.44,1384792.847
12.47,1364091.308
12.47,1417660.129
12.48,1587318.596
12.49,1290823.116
12.49,1263980.705
12.50,1601932.643
12.50,1517872.838
12.52,1678096.84
12.53,1387539.489
12.53,1827829.21
12.54,1303499.568
12.55,1513760.558
12.56,1430088.976
12.57,1385005.824
12.57,1469475.215
12.57,1549171.25
12.58,1324041.115
12.58,1692596.272
12.58,1509551.531
12.60,1490712.709
12.64,1401999.424
12.66,1690616.68
12.66,1589493.041
12.66,1532336.392
12.66,1572760.675
12.67,1881852.243
12.67,1283357.983
12.68,1496669.341
12.70,1322895.964
12.70,1475461.225
12.73,1445788.048
12.73,1264130.698
12.75,1553733.123
12.75,1391789.268
12.76,1694690.718
12.77,1625709.172
12.77,1584904.926
12.80,1499827.83
12.80,1604412.308
12.80,1459494.795
12.81,1849992.253
12.81,1518560.531
12.83,1624794.248
12.83,1726868.933
12.84,1565730.886
12.84,1402741.488
12.85,1552664.967
12.85,1373698.764
12.89,1131676.775
12.89,1539590.542
12.90,1522161.733
12.90,1522032.369
12.91,1454104.361
12.92,1644199.143
12.92,1570044.774
12.94,1691659.219
12.96,1401572.704
12.96,1436997.78
12.96,1639175.059
13.00,1324223.355
13.00,1579900.959
13.00,1368498.819
13.00,1641295.883
13.02,1459871.639
13.02,1581856.173
13.04,1627965.985
13.05,1445034.366
13.05,1818506.481
13.06,1595404.183
13.07,1550831.868
13.10,1376892.125
13.10,1552084.009
13.10,1288377.693
13.12,1397865.636
13.12,1523621.613
13.13,1310139.894
13.13,1628278.584
13.15,1432681.887
13.16,1385898.755
13.18,1631758.297
13.22,1618737.504
13.22,1433957.907
13.25,1315197.226
13.25,1807235.038
13.25,1520010.536
13.27,1325885.717
13.28,1556191.92
13.28,1498882.788
13.29,1703928.83
13.30,1381154.017
13.31,1377768.677
13.32,1488635.761
13.32,1515061.321
13.32,1586620.404
13.33,1510784.674
13.35,1334412.257
13.36,1510032.111
13.37,1415934.642
13.38,1289383.98
13.40,1394675.399
13.40,1623040.393
13.41,1216698.865
13.42,1609314.158
13.46,1376107.815
13.47,1491143.053
13.47,1505916.207
13.48,1360501.855
13.49,1485474.767
13.50,1470687.864
13.50,1303387.452
13.51,1357279.746
13.52,1451284.349
13.54,1692117.681
13.55,1650456.876
13.56,1693169.719
13.56,1546135.126
13.57,1478389.983
13.58,1637432.953
13.60,1470881.479
13.60,1382958.243
13.60,1345627.46
13.61,1360878.574
13.63,1626128.887
13.63,1569193.595
13.65,1270203.696
13.66,1354575.84
13.72,1401823.563
13.72,1447277.68
13.72,1475395.725
13.75,1701001.072
13.75,1200879.053
13.75,1667694.575
13.77,1639437.792
13.78,1526254.395
13.78,1345545.092
13.80,1139729.109
13.80,1440334.379
13.80,1418418.316
13.80,1342795.319
13.81,1542370.938
13.81,1376307.543
13.82,1472681.705
13.83,1692222.922
13.84,1560334.332
13.84,1349112.172
13.85,1594089.286
13.88,1461579.743
13.89,1469859.813
13.90,1720207.359
13.90,1440185.761
13.90,1458452.376
13.92,1515604.276
13.92,1524651.653
13.92,1252162.813
13.92,1356991.39
13.93,1498678.05
13.95,1437464.242
13.96,1603780.74
13.96,1664949.308
13.97,1817922.279
13.99,1469895.305
14.00,1545763.782
14.00,1497240.794
14.00,1451519.574
14.00,1439167.101
14.00,1508158.766
14.00,1614441.104
14.02,1762898.454
14.02,1639030.82
14.03,1163996.853
14.03,1354675.337
14.03,1465573.037
14.06,1286006.015
14.08,1531346.474
14.10,1370280.547
14.10,1601394.182
14.10,1420624.884
14.10,1516319.841
14.12,1535155.534
14.13,1470368.771
14.14,1298989.941
14.16,1491088.183
14.17,1370973.234
14.18,1540328.731
14.18,1343318.026
14.18,1615844.238
14.19,1377029.239
14.19,1493600.85
14.20,1533824.144
14.20,1473947.22
14.20,1620621.718
14.23,1537798.816
14.24,1353907.9
14.25,1550096.179
14.27,1305931.992
14.29,1562456.277
14.30,1215970.18
14.30,1429921.365
14.30,1307867.957
14.33,1347740.41
14.34,1594894.97
14.34,1527337.936
14.36,1311486.533
14.36,1427433.691
14.36,1667113.504
14.37,1660814.894
14.37,1824126.016
14.37,1844877.301
14.38,1586855.515
14.39,1332957.133
14.39,1516128.232
14.39,1295208.254
14.40,1587907.422
14.41,1344313.444
14.41,1651255.06
14.41,1760066.438
14.42,1710904.883
14.42,1504690.808
14.43,1521304.054
14.43,1527086.956
14.44,1527225.94
14.46,1582656.357
14.47,1643781.178
14.49,1482514.767
14.50,1547327.653
14.53,1500947.737
14.53,1658203.36
14.55,1647425.751
14.57,1596805.562
14.58,1280643.333
14.62,1491478.895
14.65,1434245.883
14.65,1633217.176
14.66,1507822.919
14.66,1765166.391
14.68,1307894.455
14.70,1559460.025
14.70,1637280.965
14.70,1704752.761
14.71,1391699.151
14.75,1445545.068
14.76,1573402.497
14.76,1373936.619
14.76,1528769.187
14.77,1530537.916
14.78,1375276.883
14.79,1604230.823
14.80,1304783.587
14.80,1585525.869
14.80,1512892.875
14.80,1368368.199
14.81,1414204.915
14.81,1466155.494
14.83,1430350.955
14.84,1350485.183
14.85,1380801.302
14.85,1605785.944
14.86,1369928.32
14.86,1325061.66
14.88,1589340.054
14.90,1475714.699
14.90,1551703.416
14.91,1563304.332
14.91,1731859.895
14.91,1604836.773
14.91,1515996.123
14.93,1376208.556
14.93,1520937.46
14.94,1583501.912
14.96,1541704.873
14.98,1851161.531
14.99,1636764.383
15.00,1359883.906
15.00,1606719.742
15.01,1540335.231
15.03,1580377.67
15.04,1542452.931
15.05,1742060.552
15.05,1785271.979
15.10,1673113.127
15.10,1615895.233
15.12,1611518.97
15.13,1311163.934
15.14,1294249.333
15.17,1656598.868
15.18,1336363.851
15.20,1691303.623
15.23,1446230.012
15.23,1511538.117
15.25,1310568.228
15.25,1555710.34
15.26,1631080.233
15.27,1750130.635
15.28,1650342.135
15.28,1387112.65
15.30,1373010.816
15.30,1549439.478
15.30,1353962.771
15.31,1638737.47
15.35,1733205.534
15.40,1515106.067
15.40,1590692.817
15.42,1575019.363
15.42,1655881.177
15.44,1564891.956
15.45,1402601.749
15.46,1370426.909
15.46,1405567.749
15.47,1437323.503
15.47,1272379.016
15.48,1696758.297
15.50,1424205.463
15.50,1613743.911
15.50,1228825.612
15.53,1437125.764
15.53,1607870.772
15.54,1367422.658
15.54,1337200.407
15.57,1405783.111
15.59,1579801.968
15.60,1580135.565
15.60,1240098.68
15.60,1429200.42
15.61,1483047.967
15.66,1660761.904
15.67,1682504.476
15.68,1320884.506
15.70,1816379.532
15.71,1465585.661
15.72,1497741.008
15.74,1356747.785
15.75,1407879.938
15.75,1689130.803
15.75,1429273.169
15.75,1341404.809
15.78,1476515.263
15.80,1275114.16
15.80,1432081.806
15.81,1553307.788
15.82,1335508.047
15.84,1414005.681
15.85,1688255.75
15.85,1156876.316
15.85,1589104.324
15.88,1321818.928
15.89,1537087.624
15.89,1662430.386
15.91,1482331.027
15.91,1640748.928
15.92,1609665.498
15.92,1503454.28
15.92,1543574.213
15.93,1408021.801
15.93,1470817.979
15.94,1657674.404
15.95,1262953.171
15.95,1389266.227
15.96,1601098.962
16.00,1754740.503
16.00,1627430.03
16.00,1825211.927
16.01,1288276.077
16.02,1625260.464
16.02,1682340.245
16.05,1601762.152
16.07,1329729.274
16.09,1316573.362
16.09,1680893.609
16.10,1325430.505
16.10,1659707.736
16.10,1478223.366
16.10,1329976.504
16.10,1647937.209
16.12,1623100.388
16.12,1475801.322
16.13,1627789
16.13,1491418.775
16.16,1859832.689
16.17,1472350.852
16.17,1394314.059
16.17,1536360.06
16.20,1534163.241
16.21,1285194.082
16.21,1773996.166
16.24,1530737.149
16.27,1428151.387
16.28,1860655.246
16.30,1452098.157
16.31,1372033.146
16.32,1585465.249
16.32,1706205.516
16.32,1348887.565
16.32,1574132.561
16.33,1566220.966
16.34,1423964.853
16.35,1592373.433
16.35,1547682.379
16.36,1315348.838
16.37,1539308.316
16.39,1460315.347
16.40,1719865.017
16.41,1378553.987
16.43,1604624.165
16.43,1322917.463
16.47,1431549.106
16.48,1482374.778
16.50,1627400.407
16.50,1704106.565
16.54,1408797.607
16.55,1566170.72
16.55,1758556.813
16.57,1662397.139
16.58,1387028.282
16.60,1543002.01
16.60,1486300.699
16.60,1707496.285
16.60,1494929.11
16.60,1690089.849
16.63,1571103.312
16.66,1329763.397
16.66,1258059.325
16.66,1558631.718
16.67,1520000.037
16.69,1528858.18
16.70,1448251.6
16.71,1522665.567
16.73,1409099.837
16.76,1466529.838
16.77,1555856.697
16.79,1352671.128
16.80,1566442.697
16.82,1312168.221
16.83,1430206.337
16.85,1358195.546
16.86,1330810.31
16.87,1521865.138
16.88,1417720.124
16.88,1749575.305
16.89,1464464.634
16.90,1528983.294
16.90,1321939.793
16.92,1666377.809
16.93,1249507.782
16.93,1751683.881
16.93,1446161.523
16.93,1259320.846
16.95,1545249.455
16.95,1366130.265
16.95,1770738.181
16.96,1491187.925
16.96,1604373.311
17.00,1383246.219
17.00,1394709.272
17.00,1457525.078
17.00,1660634.659
17.02,1660252.566
17.04,1393617.492
17.05,1555851.073
17.07,1698177.555
17.09,1596469.97
17.10,1482136.668
17.10,1638374.25
17.10,1846241.813
17.12,1696203.343
17.13,1404424.968
17.13,1688021.27
17.16,1443005.028
17.20,1478511.343
17.20,1285750.661
17.20,1499540.859
17.20,1587623.946
17.20,1353065.845
17.21,1602976.552
17.22,1424657.051
17.25,1338866.394
17.30,1534918.679
17.30,1407680.699
17.31,1646490.079
17.31,1467315.149
17.36,1594296.894
17.36,1391083.446
17.37,1353694.043
17.38,1716668.651
17.38,1367279.545
17.40,1567569.604
17.40,1516617.197
17.44,1597840.481
17.45,1314076.944
17.47,1545277.072
17.48,1581774.185
17.50,1690729.796
17.51,1665481.633
17.51,1599699.947
17.54,1286769.951
17.54,1537610.086
17.58,1505753.715
17.60,1388822.508
17.60,1538677.868
17.63,1398796.564
17.65,1659219.276
17.65,1331560.373
17.67,1335996.881
17.68,1287535.763
17.69,1396573.873
17.70,1491450.648
17.70,1339253.987
17.72,1373949.493
17.73,1707394.418
17.73,1610801.16
17.76,1323051.827
17.78,1474347.562
17.78,1657203.573
17.79,1420311.405
17.80,1499909.573
17.80,1586223.312
17.80,1506341.792
17.80,1690125.971
17.82,1355584.012
17.83,1375908.826
17.85,1410528.094
17.90,1690928.654
17.90,1523324.762
17.92,1456606.659
17.95,1583452.791
17.99,1697289.009
18.00,1821516.982
18.00,1615632.505
18.00,1405998.713
18.00,1613249.327
18.00,1510116.354
18.00,1338705.157
18.00,1592575.917
18.00,1453640.904
18.00,1472492.095
18.00,1481071.506
18.00,1417797.987
18.09,1536081.083
18.12,1491191.044
18.14,1481841.192
18.14,1555959.189
18.15,1684138.841
18.15,1511819.839
18.19,1437418.245
18.20,1274818.815
18.20,1290240.909
18.22,1563713.048
18.23,1283887.19
18.25,1483574.929
18.26,1308006.815
18.28,2091462.787
18.30,1376159.31
18.30,1922803.608
18.35,1714080.74
18.35,1718939.213
18.41,1321309.096
18.42,1319212.019
18.43,1344713.161
18.45,1582745.474
18.47,1564973.569
18.47,1359007.604
18.47,1447682.022
18.51,1468373.936
18.54,1467377.018
18.59,1402697.736
18.62,1342106.621
18.62,1523969.459
18.70,1731853.396
18.74,1564307.124
18.77,1255188.313
18.80,1594728.733
18.80,1502592.726
18.82,1659781.605
18.85,1755605.682
18.86,1695090.31
18.90,1526969.086
18.90,1652836.179
18.90,1424630.548
18.91,1410411.728
18.92,1599460.467
18.94,1316471.496
19.00,1407620.084
19.00,1441209.182
19.00,1498403.948
19.00,1597770.732
19.00,1357477.98
19.00,1323346.302
19.00,1342027.258
19.00,1687747.168
19.00,1600040.549
19.00,1524041.578
19.00,1499232.504
19.00,1447757.516
19.00,1531707.069
19.00,1418795.16
19.00,1578345.088
19.00,1556988.354
19.00,1566431.823
19.00,1340948.722
19.00,1309444.952
19.00,1266320.642
19.00,1453626.28
19.00,1525063.999
19.00,1440186.517
19.00,1454065.244
19.00,1520273.89
19.00,1455232.267
19.00,1379503.154
19.00,1478367.11
19.00,1165589.096
19.00,1393980.582
19.00,1726539.46
19.00,1482756.242
19.00,1449827.344
19.00,1350603.049
19.00,1470846.107
19.00,1441576.027
19.00,1412516.299
19.00,1530450.048
19.00,1569562.564
19.00,1564739.338
19.00,1279037.591
19.00,1507766.424
19.00,1463232.111
19.00,1637997.531
19.00,1393569.121
19.00,1259459.959
19.00,1413766.696
19.00,1388732.271
19.00,1454671.069
19.00,1397188.447
19.00,1627508.028
19.00,1393081.411
19.00,1381345.257
19.00,1493337.122
19.00,1541573.503
19.00,1407156.123
19.00,1452940.337
19.00,1480480.43
19.00,1531290.109
19.00,1720865.804
19.00,1343198.911
19.00,1333306.979
19.00,1261634.405
19.00,1309102.98
19.00,1606770.238
19.00,1294985.272
19.00,1264491.043
19.00,1482324.283
19.00,1369352.498
19.00,1509830.758
19.00,1240949.74
19.00,1335073.708
19.00,1314077.319
19.00,1465897.391
19.00,1574151.31
19.00,1318139.233
19.00,1166269.165
19.00,1413966.06
19.00,1277456.596
19.00,1457661.697
19.00,1376613.523
19.00,1622251.088
19.00,1469134.498
19.00,1368673.804
19.00,1368028.358
19.00,1547560.133
19.00,1619429.066
19.00,1501310.838
19.00,1599786.065
19.00,1569221.717
19.00,1509959.992
19.00,1330202.61
19.00,1242611.722
19.00,1674988.472
19.00,1359012.853
19.00,1485461.518
19.00,1286282.992
19.00,1409859.399
19.00,1575185.974
19.00,1413322.238
19.00,1730465.385
19.00,1317558.906
19.00,1538940.726
19.00,1359117.969
19.00,1480478.18
19.00,1506129.059
19.00,1365781.419
19.00,1611002.513
19.00,1456184.814
19.00,1508628.733
19.00,1577496.908
19.00,1314697.142
19.00,1181011.696
19.00,1420450.773
19.00,1539874.019
19.00,1372381.248
19.00,1682547.597
19.00,1531741.447
19.00,1389298.599
19.00,1420801.869
19.00,1387179.269
19.00,1673314.986
19.00,1590043.746
19.00,1571907.245
19.00,1380410.579
19.00,1315496.076
19.00,1362372.075
19.00,1289697.584
19.00,1293204.669
19.00,1436896.039
19.00,1553633.137
19.00,1260696.107
19.00,1317729.642
19.00,1483379.57
19.00,1320821.761
19.00,1298709.839
19.00,1448029.618
19.00,1207160.159
19.00,1289065.387
19.00,1173537.189
19.00,1527805.392
19.00,1360073.266
19.00,1346804.738
19.00,1361834.87
19.00,1432627.767
19.00,1790828.145
19.00,1418644.298
19.00,1675413.937
19.00,1569741.299
19.00,1470324.525
19.00,1292047.89
19.00,1715912.089
19.00,1343645.369
19.00,1330343.724
19.00,1392558.205
19.00,1475848.068
19.00,1623447.984
19.00,1447626.901
19.00,1531960.798
19.00,1266986.087
19.00,1311683.766
19.00,1382091.19
19.00,1631017.358
19.00,1595898.137
19.00,1579983.078
19.00,1243317.294
19.00,1497068.438
19.00,1493199.503
19.00,1684622.426
19.00,1600566.126
19.00,1426696.002
19.00,1243408.662
19.00,1340209.908
19.00,1465596.535
19.00,1402718.739
19.00,1630366.412
19.00,1382581.529
19.00,1328988.955
19.00,1590605.324
19.00,1403538.422
19.00,1384320.636
19.00,1415593.05
19.00,1153114.002
19.00,1406136.952
19.00,1593616.95
19.00,1367737.507
19.00,1387711.105
19.00,1458784.479
19.00,1306384.08
19.00,1711929.293
19.00,1364810.124
19.00,1480090.837
19.00,1621741.625
19.00,1368927.403
19.00,1586860.134
19.00,1537928.305
19.00,1337468.884
19.00,1610043.467
19.00,1441638.391
19.00,1520597.863
19.00,1239011.025
19.00,1717694.191
19.00,1343782.987
19.00,1615377.401
19.00,1776690.438
19.00,1476444.014
19.00,1451900.423
19.00,1653224.397
19.00,1495852.664
19.00,1441087.067
19.00,1410820.195
19.00,1405733.865
19.00,1506232.301
19.00,1264294.81
19.00,1405513.628
19.00,1327421.715
19.00,1511659.357
19.00,1427546.312
19.00,1414133.166
19.00,1598591.289
19.00,1595230.192
19.00,1338357.311
19.00,1389527.705
19.00,1536747.028
19.00,1513198.85
19.00,1508141.773
19.00,1561083.521
19.00,1449990.831
19.00,1255859.257
19.00,1481940.314
19.00,1241554.315
19.00,1384785.472
19.00,1377231.847
19.00,1464542.253
19.00,1578193.976
19.00,1308020.069
19.00,1707263.304
19.00,1492212.71
19.00,1496765.339
19.00,1415014.723
19.00,1434833.454
19.00,1364585.012
19.00,1495010.853
19.00,1513969.791
19.00,1581317.342
19.00,1299054.186
19.00,1270061.208
19.00,1455147.78
19.00,1821553.354
19.00,1629206.008
19.00,1420045.807
19.00,1535369.391
19.00,1545600.676
19.00,1444293.427
19.00,1737078.714
19.00,1435432.66
19.00,1488558.767
19.00,1258357.801
19.00,1395312.977
19.00,1619544.557
19.00,1434426.868
19.00,1489872.533
19.00,1408803.861
19.00,1483558.68
19.00,1425376.986
19.00,1377242.216
19.00,1343855.231
19.00,1376741.387
19.00,1356521.184
19.00,1689440.403
19.00,1658494.961
19.00,1711154.607
19.00,1576213.764
19.00,1285160.459
19.00,1699376.956
19.00,1303023.233
19.00,1703249.511
19.00,1356101.094
19.00,1297564.559
19.00,1328327.515
19.00,1374731.923
19.00,1464390.64
19.00,1336830.062
19.00,1403216.448
19.00,1469382.353
19.00,1392256.979
19.00,1422274.242
19.00,1559954.109
19.00,1635282.255
19.00,1713091.697
19.00,1635659.474
19.00,1724822.977
19.00,1477499.306
19.00,1510533.445
19.00,1624971.983
19.00,1650124.653
19.00,1584323.969
19.00,1358289.788
19.00,1496636.344
19.00,1729600.712
19.00,1551136.593
19.00,1488345.535
19.00,1239977.07
19.00,1444673.771
19.00,1593076.12
19.00,1696467.322
19.00,1678886.9
19.00,1289205
19.00,1464475.253
19.00,1390498.875
19.00,1389290.095
19.00,1446869.209
19.00,1389033.366
19.00,1398632.827
19.00,1219831.236
19.00,1400585.541
19.00,1482615.008
19.00,1451433.712
19.00,1730470.635
19.00,1534677.324
19.00,1470798.105
19.00,1711221.727
19.00,1460101.745
19.00,1271686.948
19.00,1347987.64
19.00,1282257.324
19.00,1256722.061
19.00,1343927.475
19.00,1503702.76
19.00,1278717.117
19.00,1417290.91
19.00,1309118.604
19.00,1657737.274
19.00,1446157.898
19.00,1662969.841
19.00,1288650.546
19.00,1420137.174
19.00,1571948.617
19.00,1307150.141
19.00,1316747.973
19.00,1356888.279
19.00,1510981.163
19.00,1437576.232
19.00,1345489.346
19.00,1333260.732
19.00,1425933.07
19.00,1633858.373
19.00,1224039.388
19.00,1343616.001
19.00,1336695.698
19.00,1181888.248
19.00,1411452.142
19.00,1457971.546
19.00,1373993.24
19.00,1555766.83
19.00,1430638.806
19.00,1438189.551
19.00,1493598.85
19.00,1678876.276
19.00,1472080.749
19.00,1515631.773
19.00,1397228.068
19.00,1207960.593
19.00,1277124.499
19.00,1343459.139
19.00,1449167.894
19.00,1286959.686
19.00,1529938.84
19.00,1429337.283
19.00,1389283.225
19.00,1472228.742
19.00,1328906.217
19.00,1286470.726
19.00,1231956.483
19.00,1391287.435
19.00,1291223.083
19.00,1619188.211
19.00,1389184.983
19.00,1381844.715
19.00,1477411.689
19.00,1246237.678
19.00,1341470.548
19.00,1477601.168
19.00,1664335.228
19.00,1585151.781
19.00,1291705.168
19.00,1528161.987
19.00,1418331.318
19.00,1450650.276
19.00,1405331.018
19.00,1587270.1
19.00,1695927.991
19.00,1553348.91
19.00,1341193.077
19.00,1555275.996
19.00,1518966.998
19.00,1358498.021
19.00,1638445.494
19.00,1469504.592
19.00,1305762.381
19.00,1374762.426
19.00,1263924.59
19.00,1331099.411
19.00,1419353.739
19.00,1505629.6
19.00,1378223.64
19.00,1761584.312
19.00,1715948.211
19.00,1707616.275
19.00,1519903.675
19.00,1245893.456
19.00,1308350.417
19.00,1394712.151
19.00,1505798.217
19.00,1197855.053
19.00,1645959.748
19.00,1514944.705
19.00,1312307.34
19.00,1413425.229
19.00,1463287.232
19.00,1480824.157
19.00,1357111.885
19.00,1515733.265
19.00,1265041.998
19.00,1410030.01
19.00,1454178.485
19.00,1598937.261
19.00,1493528.351
19.00,1381992.703
19.00,1709281.387
19.00,1692417.406
19.00,1439227.721
19.00,1360753.584
19.00,1402681.112
19.00,1266159.406
19.00,1530195.444
19.00,1520155.399
19.00,1267524.793
19.00,1417089.551
19.00,1434001.773
19.00,1342142.368
19.00,1493486.485
19.00,1598559.042
19.00,1283791.573
19.00,1605924.808
19.00,1378346.124
19.00,1449398.38
19.00,1371120.852
19.00,1485929.609
19.00,1726136.493
19.00,1645110.693
19.00,1328935.465
19.00,1666263.944
19.00,1467004.674
19.00,1515964.001
19.00,1571068.94
19.00,1457150.609
19.00,1413916.064
19.00,1436121.597
19.00,1344557.798
19.00,1420731.125
19.00,1466854.806
19.00,1372799.838
19.00,1608634.959
19.00,1320785.764
19.00,1372231.635
19.00,1616863.528
19.00,1508546.234
19.00,1294503.312
19.00,1305235.3
19.00,1561586.974
19.00,1446370.005
19.00,1621273.289
19.00,1284023.928
19.00,1131769.892
19.00,1465301.81
19.00,1482509.892
19.00,1593027.879
19.00,1691156.886
19.00,1451322.091
19.00,1316940.832
19.00,1794341.104
19.00,1363582.475
19.00,1202011.459
19.00,1278340.023
19.00,1506907.245
19.00,1852670.781
19.00,1463304.35
19.00,1473972.973
19.00,1354530.849
19.00,1462190.197
19.00,1571972.865
19.00,1318912.294
19.00,1482978.353
19.00,1522980.666
19.00,1634497.07
19.00,1718238.521
19.00,1346295.03
19.00,1351135.374
19.00,1578190.481
19.00,1747368.988
19.00,1338646.662
19.00,1399871.1
19.00,1331736.733
19.00,1709611.86
19.00,1857883.35
19.00,1655719.316
19.00,1510151.482
19.00,1388158.568
19.00,1452840.84
19.00,1620966.939
19.00,1228390.403
19.00,1260100.406
19.00,1375069.151
19.00,1404180.869
19.00,1594944.466
19.00,1368486.195
19.00,1317479.787
19.00,1485082.554
19.00,1542222.575
19.00,1546031.385
19.00,1644750.973
19.00,1365514.935
19.00,1635499.362
19.00,1827685.222
19.00,1655014.874
19.00,1108225.459
19.00,1536433.809
19.00,1361309.788
19.00,1302527.024
19.00,1595626.284
19.00,1537284.238
19.00,1348337.486
19.00,1245986.323
19.00,1384167.523
19.00,1660242.442
19.00,1429910.491
19.00,1537468.598
19.00,1678456.436
19.00,1315298.343
19.00,1271945.172
19.00,1333181.364
19.00,1290577.387
19.00,1445643.315
19.00,1622101.595
19.00,1528585.452
19.00,1468073.711
19.00,1286736.079
19.00,1586538.411
19.00,1665504.757
19.00,1168826.203
19.00,1420987.729
19.00,1383626.818
19.00,1320040.201
19.00,1606446.265
19.00,1543765.202
19.00,1445842.799
19.00,1316450.242
19.00,1413709.456
19.00,1334567.749
19.00,1655726.07
19.00,1672615.794
19.00,1417657.629
19.00,1172404.157
19.00,1421413.194
19.00,1438106.808
19.00,1510503.953
19.00,1294986.772
19.00,1457992.294
19.00,1484140.632
19.00,1487022.894
19.00,1436531.069
19.00,1620427.614
19.00,1467441.888
19.00,1611937.436
19.00,1435818.128
19.00,1427150.344
19.00,1549191.124
19.00,1680169.794
19.00,1623487.731
19.00,1486453.061
19.00,1471836.394
19.00,1665842.104
19.00,1477570.295
19.06,1428055.27
19.08,1819216.172
19.12,1351365.485
19.13,1421221.579
19.16,1702720.679
19.18,1274393.475
19.20,1328798.601
19.22,1416466.223
19.23,1615993.725
19.33,1686233.168
19.39,1561310.622
19.42,1626310.752
19.45,1586434.049
19.50,1456832.01
19.50,1460268.851
19.51,1364427.156
19.52,1293126.801
19.53,1389467.335
19.57,1340873.228
19.66,1595074.705
19.67,1324576.825
19.69,1386953.668
19.70,1350466.81
19.70,1658219.484
19.73,1663545.294
19.75,1286824.192
19.76,1477710.534
19.76,1693015.607
19.76,1706116.524
19.77,1563910.782
19.80,1689833.12
19.83,1653702.857
19.88,1405699.368
19.93,1541569.504
19.97,1427670.176
19.98,1175269.67
20.00,1421740.037
20.00,1449199.521
20.00,1326465.669
20.00,1359147.967
20.00,1568393.911
20.00,1313983.826
20.00,1647621.61
20.00,1341978.012
20.00,1409583.047
20.00,1704076.817
20.00,1420934.983
20.00,1257392
20.00,1556671.755
20.00,1273382.308
20.00,1395552.707
20.00,1288721.29
20.00,1207397.139
20.00,1813760.873
20.00,1445588.445
20.00,1634724.427
20.00,1509435.166
20.00,1540838.189
20.00,1460355.599
20.00,1366138.139
20.00,1154189.663
20.00,1468001.337
20.00,1679890.067
20.00,1531321.231
20.00,1452997.332
20.00,1823836.04
20.00,1266820.601
20.00,1565375.91
20.00,1333751.317
20.00,1345438.476
20.00,1603579.752
20.00,1472708.953
20.00,1359797.288
20.00,1539331.069
20.00,1410132.252
20.00,1428372.993
20.00,1428742.713
20.00,1552315.115
20.00,1247292.59
20.00,1371556.191
20.02,1523380.633
20.03,1644298.635
20.03,1648171.945
20.03,1476165.667
20.04,1588555.369
20.06,1531239.488
20.07,1431455.483
20.08,1660998.254
20.15,1387164.895
20.17,1302512.77
20.19,1667557.712
20.20,1572029.99
20.21,1609842.234
20.22,1692883.373
20.27,1511333.879
20.30,1479113.293
20.33,1593615.825
20.34,1818192.507
20.47,1569782.046
20.55,1449358.508
20.56,1358609.131
20.57,1498238.586
20.62,1581896.794
20.65,1387214.891
20.70,1432220.925
20.70,1379942.873
20.74,1494923.111
20.75,1558605.595
20.79,1435877.743
20.80,1318467.331
20.84,1685970.189
20.89,1506044.941
20.90,1633294.545
20.91,1514294.509
20.95,1526637.863
21.00,1762980.822
21.00,1517217.142
21.00,1515860.254
21.00,1667765.695
21.00,1556655.881
21.00,1406208.321
21.00,1503624.516
21.00,1510128.353
21.00,1475527.589
21.00,1555603.968
21.00,1532163.282
21.00,1356089.595
21.00,1693901.539
21.00,1502561.229
21.00,1380445.081
21.00,1427149.839
21.00,1500767.008
21.00,1630831.748
21.00,1585406.754
21.00,1687717.795
21.00,1465163.076
21.00,1457431.091
21.00,1383964.04
21.00,1365369.453
21.00,1449644.61
21.00,1488277.915
21.00,1778554.659
21.00,1398556.959
21.00,1702609.939
21.00,1489823.532
21.00,1222660.377
21.00,1440574.734
21.00,1175522.4
21.00,1307775.965
21.00,1357867.573
21.00,1411595.131
21.00,1695082.811
21.00,1441991.117
21.00,1571206.178
21.00,1306617.56
21.00,1519228.726
21.00,1430665.804
21.00,1542414.059
21.00,1734108.459
21.00,1537021.135
21.00,1225789.618
21.00,1416206.249
21.00,1479224.784
21.00,1769747.888
21.00,1466219.489
21.00,1240257.672
21.00,1560808.663
21.00,1409554.794
21.00,1541743.864
21.00,1592242.564
21.00,1510672.933
21.00,1561434.986
21.00,1545552.549
21.00,1553451.021
21.00,1173516.565
21.00,1654995.875
21.00,1335862.392
21.00,1644100.026
21.00,1406687.786
21.00,1422048.636
21.00,1363279.5
21.00,1625490.19
21.00,1543772.197
21.00,1480195.709
21.00,1370938.492
21.00,1280344.358
21.00,1388871.634
21.00,1331198.148
21.00,1377726.056
21.00,1415841.03
21.00,1380171.104
21.00,1482587.506
21.00,1327011.994
21.00,1456508.662
21.00,1349971.226
21.00,1501758.926
21.00,1374981.408
21.00,1169688.757
21.00,1387702.231
21.00,1321118.111
21.00,1414830.363
21.00,1584775.181
21.00,1346828.861
21.00,1256105.612
21.00,1477012.217
21.00,1314066.944
21.00,1300863.536
21.00,1549339.111
21.00,1268553.208
21.00,1353459.687
21.00,1365043.349
21.00,1309605.813
21.00,1647392.254
21.00,1318471.7
21.00,1327886.677
21.00,1357967.809
21.00,1397114.328
21.00,1693844.663
21.00,1208900.765
21.00,1176691.803
