"Dataset","caudalanteriorcingulate.SurfArea","zscore"
"BGSP",768,0.871699233091148
"BGSP",739,0.65821478872813
"BGSP",579,-0.519630421550591
"BGSP",574,-0.556438084371802
"BGSP",574,-0.556438084371802
"BGSP",490,-1.17480681976813
"BGSP",748,0.724468581806308
"BGSP",611,-0.284061379494847
"BGSP",731,0.599322528214194
"BGSP",680,0.223884367437851
"BGSP",817,1.23241432873901
"BGSP",986,2.47651333209591
"BGSP",576,-0.541715019243317
"BGSP",542,-0.792007126427546
"BGSP",524,-0.924514712583902
"BGSP",680,0.223884367437851
"BGSP",667,0.128184444102705
"BGSP",564,-0.630053410014222
"BGSP",699,0.36375348615845
"BGSP",521,-0.946599310276628
"BGSP",692,0.312222758208756
"BGSP",497,-1.12327609181844
"BGSP",664,0.106099846409979
"BGSP",650,0.00303839051059119
"BGSP",577,-0.534353486679075
"BGSP",673,0.172353639488157
"BGSP",696,0.341668888465724
"BGSP",528,-0.895068582326934
"BGSP",556,-0.688945670528158
"BGSP",754,0.76863777719176
"BGSP",654,0.0324845207675592
"BGSP",504,-1.07174536386874
"BGSP",598,-0.379761302829993
"BGSP",760,0.812806972577212
"BGSP",558,-0.674222605399674
"BGSP",501,-1.09382996156147
"BGSP",635,-0.107384597953039
"BGSP",575,-0.549076551807559
"BGSP",519,-0.961322375405112
"BGSP",607,-0.313507509751815
"BGSP",663,0.0987383138457373
"BGSP",528,-0.895068582326934
"BGSP",561,-0.652138007706948
"BGSP",846,1.44589877310202
"BGSP",736,0.636130191035404
"BGSP",712,0.459453409493596
"BGSP",629,-0.151553793338491
"BGSP",614,-0.261976781802121
"BGSP",667,0.128184444102705
"BGSP",592,-0.423930498215445
"BGSP",860,1.54896022900141
"BGSP",751,0.746553179499034
"BGSP",626,-0.173638391031217
"BGSP",581,-0.504907356422107
"BGSP",538,-0.821453256684514
"BGSP",928,2.04954444336987
"BGSP",621,-0.210446053852427
"BGSP",700,0.371115018722692
"BGSP",1017,2.70472084158741
"BGSP",858,1.53423716387293
"BGSP",1155,3.72061233545281
"BGSP",855,1.5121525661802
"BGSP",460,-1.39565279669539
"BGSP",979,2.42498260414621
"BGSP",690,0.297499693080272
"BGSP",677,0.201799769745125
"BGSP",537,-0.828814789248756
"BGSP",1189,3.97090444263703
"BGSP",525,-0.91715318001966
"BGSP",467,-1.3441220687457
"BGSP",630,-0.144192260774249
"BGSP",589,-0.446015095908171
"BGSP",504,-1.07174536386874
"BGSP",664,0.106099846409979
"BGSP",629,-0.151553793338491
"BGSP",611,-0.284061379494847
"BGSP",709,0.43736881180087
"BGSP",754,0.76863777719176
"BGSP",549,-0.740476398477852
"BGSP",547,-0.755199463606336
"BGSP",536,-0.836176321812998
"BGSP",969,2.35136727850379
"BGSP",594,-0.409207433086961
"BGSP",717,0.496261072314806
"BGSP",839,1.39436804515233
"BGSP",665,0.113461378974221
"BGSP",449,-1.47662965490205
"BGSP",474,-1.292591340796
"BGSP",631,-0.136830728210007
"BGSP",442,-1.52816038285175
"BGSP",661,0.0840152487172533
"BGSP",624,-0.188361456159701
"BGSP",693,0.319584290772998
"BGSP",678,0.209161302309367
"BGSP",677,0.201799769745125
"BGSP",482,-1.23369908028207
"BGSP",577,-0.534353486679075
"BGSP",918,1.97592911772745
"BGSP",626,-0.173638391031217
"BGSP",543,-0.784645593863304
"BGSP",709,0.43736881180087
"BGSP",677,0.201799769745125
"BGSP",1092,3.25683578390556
"BGSP",825,1.29130658925294
"BGSP",533,-0.858260919505724
"BGSP",573,-0.563799616936044
"BGSP",868,1.60785248951535
"BGSP",756,0.783360842320244
"BGSP",942,2.15260589926926
"BGSP",744,0.69502245154934
"BGSP",583,-0.490184291293623
"BGSP",828,1.31339118694567
"BGSP",600,-0.365038237701509
"BGSP",602,-0.350315172573025
"BGSP",680,0.223884367437851
"BGSP",549,-0.740476398477852
"BGSP",600,-0.365038237701509
"BGSP",757,0.790722374884486
"BGSP",566,-0.615330344885738
"BGSP",556,-0.688945670528158
"BGSP",537,-0.828814789248756
"BGSP",710,0.444730344365112
"BGSP",639,-0.0779384676960709
"BGSP",947,2.18941356209047
"BGSP",706,0.415284214108144
"BGSP",703,0.393199616415418
"BGSP",765,0.849614635398422
"BGSP",467,-1.3441220687457
"BGSP",551,-0.725753333349368
"BGSP",520,-0.95396084284087
"BGSP",536,-0.836176321812998
"BGSP",681,0.231245900002093
"BGSP",642,-0.0558538700033449
"BGSP",661,0.0840152487172533
"BGSP",600,-0.365038237701509
"BGSP",570,-0.585884214628769
"BGSP",1189,3.97090444263703
"BGSP",886,1.74036007567171
"BGSP",698,0.356391953594208
"BGSP",985,2.46915179953166
"BGSP",664,0.106099846409979
"BGSP",686,0.268053562823304
"BGSP",737,0.643491723599646
"BGSP",708,0.430007279236628
"BGSP",587,-0.460738161036655
"BGSP",625,-0.180999923595459
"BGSP",588,-0.453376628472413
"BGSP",544,-0.777284061299062
"BGSP",500,-1.10119149412571
"BGSP",562,-0.644776475142706
"BGSP",534,-0.850899386941482
"BGSP",606,-0.320869042316057
"BGSP",577,-0.534353486679075
"BGSP",853,1.49742950105172
"BGSP",749,0.73183011437055
"BGSP",703,0.393199616415418
"BGSP",637,-0.0926615328245549
"BGSP",677,0.201799769745125
"BGSP",769,0.87906076565539
"BGSP",853,1.49742950105172
"BGSP",674,0.179715172052399
"BGSP",821,1.26186045899597
"BGSP",743,0.687660918985098
"BGSP",585,-0.475461226165139
"BGSP",746,0.709745516677824
"BGSP",514,-0.998130038226322
"BGSP",824,1.2839450566887
"BGSP",506,-1.05702229874026
"BGSP",582,-0.497545823857865
"BGSP",739,0.65821478872813
"BGSP",736,0.636130191035404
"BGSP",510,-1.02757616848329
"BGSP",659,0.0692921835887693
"BGSP",737,0.643491723599646
"BGSP",673,0.172353639488157
"BGSP",1061,3.02862827441406
"BGSP",562,-0.644776475142706
"BGSP",906,1.88759072695655
"BGSP",668,0.135545976666947
"BGSP",759,0.80544544001297
"BGSP",607,-0.313507509751815
"BGSP",749,0.73183011437055
"BGSP",623,-0.195722988723943
"BGSP",845,1.43853724053778
"BGSP",566,-0.615330344885738
"BGSP",609,-0.298784444623331
"BGSP",529,-0.887707049762692
"BGSP",717,0.496261072314806
"BGSP",789,1.02629141694023
"BGSP",874,1.6520216849008
"BGSP",634,-0.114746130517281
"BGSP",557,-0.681584137963916
"BGSP",475,-1.28522980823176
"BGSP",441,-1.53552191541599
"BGSP",664,0.106099846409979
"BGSP",665,0.113461378974221
"BGSP",808,1.16616053566083
"BGSP",680,0.223884367437851
"BGSP",598,-0.379761302829993
"BGSP",646,-0.0264077397463768
"BGSP",871,1.62993708720808
"BGSP",560,-0.65949954027119
"BGSP",487,-1.19689141746086
"BGSP",453,-1.44718352464508
"BGSP",865,1.58576789182262
"BGSP",516,-0.983406973097838
"BGSP",507,-1.04966076617602
"BGSP",704,0.40056114897966
"BGSP",435,-1.57969111080144
"BGSP",733,0.614045593342678
"BGSP",422,-1.67539103413659
"BGSP",646,-0.0264077397463768
"BGSP",540,-0.80673019155603
"BGSP",591,-0.431292030779687
"BGSP",644,-0.0411308048748609
"BGSP",687,0.275415095387546
"BGSP",871,1.62993708720808
"BGSP",443,-1.5207988502875
"BGSP",618,-0.232530651545153
"BGSP",584,-0.482822758729381
"BGSP",603,-0.342953640008783
"BGSP",930,2.06426750849835
"BGSP",417,-1.7121986969578
"BGSP",688,0.282776627951788
"BGSP",961,2.29247501798986
"BGSP",587,-0.460738161036655
"BGSP",547,-0.755199463606336
"BGSP",663,0.0987383138457373
"BGSP",699,0.36375348615845
"BGSP",531,-0.872983984634208
"BGSP",873,1.64466015233656
"BGSP",713,0.466814942057838
"BGSP",524,-0.924514712583902
"BGSP",583,-0.490184291293623
"BGSP",512,-1.01285310335481
"BGSP",546,-0.762560996170578
"BGSP",798,1.09254521001841
"BGSP",622,-0.203084521288185
"BGSP",554,-0.703668735656642
"BGSP",722,0.533068735136016
"BGSP",777,0.937953026169326
"BGSP",954,2.24094429004016
"BGSP",511,-1.02021463591905
"BGSP",432,-1.60177570849417
"BGSP",697,0.349030421029966
"BGSP",576,-0.541715019243317
"BGSP",541,-0.799368658991788
"BGSP",524,-0.924514712583902
"BGSP",660,0.0766537161530113
"BGSP",499,-1.10855302668995
"BGSP",695,0.334307355901482
"BGSP",663,0.0987383138457373
"BGSP",651,0.0103999230748332
"BGSP",637,-0.0926615328245549
"BGSP",671,0.157630574359673
"BGSP",572,-0.571161149500286
"BGSP",886,1.74036007567171
"BGSP",677,0.201799769745125
"BGSP",795,1.07046061232568
"BGSP",665,0.113461378974221
"BGSP",473,-1.29995287336024
"BGSP",633,-0.122107663081523
"BGSP",557,-0.681584137963916
"BGSP",564,-0.630053410014222
"BGSP",575,-0.549076551807559
"BGSP",551,-0.725753333349368
"BGSP",538,-0.821453256684514
"BGSP",462,-1.38092973156691
"BGSP",658,0.0619306510245273
"BGSP",523,-0.931876245148144
"BGSP",786,1.0042068192475
"BGSP",565,-0.62269187744998
"BGSP",480,-1.24842214541055
"BGSP",446,-1.49871425259478
"BGSP",722,0.533068735136016
"BGSP",633,-0.122107663081523
"BGSP",648,-0.0116846746178928
"BGSP",735,0.628768658471162
"BGSP",455,-1.4324604595166
"BGSP",641,-0.0632154025675869
"BGSP",777,0.937953026169326
"BGSP",499,-1.10855302668995
"BGSP",621,-0.210446053852427
"BGSP",431,-1.60913724105841
"BGSP",901,1.85078306413534
"BGSP",932,2.07899057362684
"BGSP",461,-1.38829126413115
"BGSP",717,0.496261072314806
"BGSP",607,-0.313507509751815
"BGSP",428,-1.63122183875113
"BGSP",917,1.96856758516321
"BGSP",466,-1.35148360130994
"BGSP",617,-0.239892184109395
"BGSP",582,-0.497545823857865
"BGSP",738,0.650853256163888
"BGSP",695,0.334307355901482
"BGSP",504,-1.07174536386874
"BGSP",523,-0.931876245148144
"BGSP",938,2.12315976901229
"BGSP",642,-0.0558538700033449
"BGSP",659,0.0692921835887693
"BGSP",547,-0.755199463606336
"BGSP",464,-1.36620666643842
"BGSP",483,-1.22633754771782
"BGSP",485,-1.21161448258934
"BGSP",526,-0.909791647455418
"BGSP",496,-1.13063762438268
"BGSP",677,0.201799769745125
"BGSP",510,-1.02757616848329
"BGSP",600,-0.365038237701509
"BGSP",662,0.0913767812814953
"BGSP",540,-0.80673019155603
"BGSP",560,-0.65949954027119
"BGSP",624,-0.188361456159701
"BGSP",513,-1.00549157079056
"BGSP",934,2.09371363875532
"BGSP",545,-0.76992252873482
"BGSP",595,-0.401845900522719
"BGSP",769,0.87906076565539
"BGSP",403,-1.81526015285719
"BGSP",535,-0.84353785437724
"BGSP",581,-0.504907356422107
"BGSP",852,1.49006796848748
"BGSP",561,-0.652138007706948
"BGSP",407,-1.78581402260022
"BGSP",566,-0.615330344885738
"BGSP",518,-0.968683907969354
"BGSP",829,1.32075271950991
"BGSP",633,-0.122107663081523
"BGSP",792,1.04837601463296
"BGSP",537,-0.828814789248756
"BGSP",698,0.356391953594208
"BGSP",617,-0.239892184109395
"BGSP",768,0.871699233091148
"BGSP",759,0.80544544001297
"BGSP",570,-0.585884214628769
"BGSP",613,-0.269338314366363
"BGSP",622,-0.203084521288185
"BGSP",606,-0.320869042316057
"BGSP",685,0.260692030259062
"BGSP",358,-2.14652911824808
"BGSP",653,0.0251229882033172
"BGSP",810,1.18088360078931
"BGSP",642,-0.0558538700033449
"BGSP",491,-1.16744528720389
"BGSP",620,-0.217807586416669
"BGSP",831,1.33547578463839
"BGSP",551,-0.725753333349368
"BGSP",675,0.187076704616641
"BGSP",653,0.0251229882033172
"BGSP",798,1.09254521001841
"BGSP",743,0.687660918985098
"BGSP",608,-0.306145977187573
"BGSP",797,1.08518367745417
"BGSP",910,1.91703685721351
"BGSP",666,0.120822911538463
"BGSP",657,0.0545691184602853
"BGSP",544,-0.777284061299062
"BGSP",588,-0.453376628472413
"BGSP",611,-0.284061379494847
"BGSP",564,-0.630053410014222
"BGSP",769,0.87906076565539
"BGSP",587,-0.460738161036655
"BGSP",630,-0.144192260774249
"BGSP",682,0.238607432566335
"BGSP",817,1.23241432873901
"BGSP",810,1.18088360078931
"BGSP",776,0.930591493605084
"BGSP",615,-0.254615249237879
"BGSP",595,-0.401845900522719
"BGSP",572,-0.571161149500286
"BGSP",565,-0.62269187744998
"BGSP",680,0.223884367437851
"BGSP",642,-0.0558538700033449
"BGSP",496,-1.13063762438268
"BGSP",1147,3.66172007493887
"BGSP",726,0.562514865392984
"BGSP",533,-0.858260919505724
"BGSP",525,-0.91715318001966
"BGSP",439,-1.55024498054447
"BGSP",629,-0.151553793338491
"BGSP",504,-1.07174536386874
"BGSP",576,-0.541715019243317
"BGSP",683,0.245968965130577
"BGSP",762,0.827530037705696
"BGSP",630,-0.144192260774249
"BGSP",665,0.113461378974221
"BGSP",688,0.282776627951788
"BGSP",574,-0.556438084371802
"BGSP",472,-1.30731440592449
"BGSP",772,0.901145363348116
"BGSP",615,-0.254615249237879
"BGSP",434,-1.58705264336568
"BGSP",617,-0.239892184109395
"BGSP",718,0.503622604879048
"BGSP",643,-0.0484923374391029
"BGSP",530,-0.88034551719845
"BGSP",694,0.32694582333724
"BGSP",610,-0.291422912059089
"BGSP",604,-0.335592107444541
"BGSP",543,-0.784645593863304
"BGSP",747,0.717107049242066
"BGSP",876,1.66674475002929
"BGSP",783,0.982122221554778
"BGSP",553,-0.711030268220884
"BGSP",582,-0.497545823857865
"BGSP",675,0.187076704616641
"BGSP",716,0.488899539750564
"BGSP",547,-0.755199463606336
"BGSP",502,-1.08646842899723
"BGSP",717,0.496261072314806
"BGSP",799,1.09990674258265
"BGSP",933,2.08635210619108
"BGSP",521,-0.946599310276628
"BGSP",821,1.26186045899597
"BGSP",640,-0.0705769351318289
"BGSP",601,-0.357676705137267
"BGSP",715,0.481538007186322
"BGSP",699,0.36375348615845
"BGSP",883,1.71827547797898
"BGSP",703,0.393199616415418
"BGSP",653,0.0251229882033172
"BGSP",658,0.0619306510245273
"BGSP",603,-0.342953640008783
"BGSP",501,-1.09382996156147
"BGSP",685,0.260692030259062
"BGSP",1005,2.6163824508165
"BGSP",816,1.22505279617476
"BGSP",683,0.245968965130577
"BGSP",441,-1.53552191541599
"BGSP",458,-1.41037586182387
"BGSP",703,0.393199616415418
"BGSP",715,0.481538007186322
"BGSP",517,-0.976045440533596
"BGSP",632,-0.129469195645765
"BGSP",468,-1.33676053618145
"BGSP",1092,3.25683578390556
"BGSP",689,0.29013816051603
"BGSP",650,0.00303839051059119
"BGSP",1088,3.22738965364859
"BGSP",574,-0.556438084371802
"BGSP",444,-1.51343731772326
"BGSP",984,2.46179026696742
"BGSP",599,-0.372399770265751
"BGSP",603,-0.342953640008783
"BGSP",418,-1.70483716439355
"BGSP",550,-0.73311486591361
"BGSP",482,-1.23369908028207
"BGSP",611,-0.284061379494847
"BGSP",600,-0.365038237701509
"BGSP",572,-0.571161149500286
"BGSP",567,-0.607968812321496
"BGSP",685,0.260692030259062
"BGSP",601,-0.357676705137267
"BGSP",700,0.371115018722692
"BGSP",458,-1.41037586182387
"BGSP",552,-0.718391800785126
"BGSP",716,0.488899539750564
"BGSP",893,1.7918908036214
"BGSP",752,0.753914712063276
"BGSP",981,2.4397056692747
"BGSP",645,-0.0337692723106189
"BGSP",764,0.84225310283418
"BGSP",629,-0.151553793338491
"BGSP",533,-0.858260919505724
"BGSP",742,0.680299386420856
"BGSP",767,0.864337700526906
"BGSP",545,-0.76992252873482
"BGSP",622,-0.203084521288185
"BGSP",572,-0.571161149500286
"BGSP",688,0.282776627951788
"BGSP",600,-0.365038237701509
"BGSP",675,0.187076704616641
"BGSP",548,-0.747837931042094
"BGSP",676,0.194438237180883
"BGSP",837,1.37964498002385
"BGSP",438,-1.55760651310871
"BGSP",674,0.179715172052399
"BGSP",862,1.5636832941299
"BGSP",599,-0.372399770265751
"BGSP",671,0.157630574359673
"BGSP",561,-0.652138007706948
"BGSP",593,-0.416568965651203
"BGSP",568,-0.600607279757254
"BGSP",695,0.334307355901482
"BGSP",635,-0.107384597953039
"BGSP",772,0.901145363348116
"BGSP",687,0.275415095387546
"BGSP",533,-0.858260919505724
"BGSP",812,1.1956066659178
"BGSP",567,-0.607968812321496
"BGSP",533,-0.858260919505724
"BGSP",564,-0.630053410014222
"BGSP",462,-1.38092973156691
"BGSP",511,-1.02021463591905
"BGSP",581,-0.504907356422107
"BGSP",522,-0.939237777712386
"BGSP",956,2.25566735516865
"BGSP",590,-0.438653563343929
"BGSP",831,1.33547578463839
"BGSP",565,-0.62269187744998
"BGSP",677,0.201799769745125
"BGSP",518,-0.968683907969354
"BGSP",848,1.46062183823051
"BGSP",477,-1.27050674310328
"BGSP",967,2.33664421337531
"BGSP",640,-0.0705769351318289
"BGSP",883,1.71827547797898
"BGSP",846,1.44589877310202
"BGSP",666,0.120822911538463
"BGSP",451,-1.46190658977357
"BGSP",544,-0.777284061299062
"BGSP",842,1.41645264284506
"BGSP",543,-0.784645593863304
"BGSP",738,0.650853256163888
"BGSP",775,0.923229961040842
"BGSP",676,0.194438237180883
"BGSP",629,-0.151553793338491
"BGSP",712,0.459453409493596
"BGSP",611,-0.284061379494847
"BGSP",723,0.540430267700258
"BGSP",517,-0.976045440533596
"BGSP",905,1.8802291943923
"BGSP",592,-0.423930498215445
"BGSP",724,0.5477918002645
"BGSP",541,-0.799368658991788
"BGSP",775,0.923229961040842
"BGSP",585,-0.475461226165139
"BGSP",572,-0.571161149500286
"BGSP",624,-0.188361456159701
"BGSP",549,-0.740476398477852
"BGSP",493,-1.1527222220754
"BGSP",676,0.194438237180883
"BGSP",638,-0.0853000002603129
"BGSP",661,0.0840152487172533
"BGSP",656,0.0472075858960432
"BGSP",651,0.0103999230748332
"BGSP",643,-0.0484923374391029
"BGSP",646,-0.0264077397463768
"BGSP",525,-0.91715318001966
"BGSP",927,2.04218291080563
"BGSP",610,-0.291422912059089
"BGSP",662,0.0913767812814953
"BGSP",769,0.87906076565539
"BGSP",581,-0.504907356422107
"BGSP",446,-1.49871425259478
"BGSP",657,0.0545691184602853
"BGSP",611,-0.284061379494847
"BGSP",565,-0.62269187744998
"BGSP",760,0.812806972577212
"BGSP",651,0.0103999230748332
"BGSP",735,0.628768658471162
"BGSP",464,-1.36620666643842
"BGSP",796,1.07782214488992
"BGSP",528,-0.895068582326934
"BGSP",528,-0.895068582326934
"BGSP",491,-1.16744528720389
"BGSP",688,0.282776627951788
"BGSP",640,-0.0705769351318289
"BGSP",925,2.02745984567714
"BGSP",788,1.01892988437599
"BGSP",616,-0.247253716673637
"BGSP",626,-0.173638391031217
"BGSP",600,-0.365038237701509
"BGSP",843,1.4238141754093
"BGSP",670,0.150269041795431
"BGSP",628,-0.158915325902733
"BGSP",644,-0.0411308048748609
"BGSP",658,0.0619306510245273
"BGSP",709,0.43736881180087
"BGSP",468,-1.33676053618145
"BGSP",579,-0.519630421550591
"BGSP",509,-1.03493770104753
"BGSP",588,-0.453376628472413
"BGSP",428,-1.63122183875113
"BGSP",441,-1.53552191541599
"BGSP",1048,2.93292835107891
"BGSP",801,1.11462980771113
"BGSP",526,-0.909791647455418
"BGSP",591,-0.431292030779687
"BGSP",818,1.23977586130325
"BGSP",1051,2.95501294877164
"BGSP",481,-1.24106061284631
"BGSP",777,0.937953026169326
"BGSP",479,-1.25578367797479
"BGSP",577,-0.534353486679075
"BGSP",606,-0.320869042316057
"BGSP",649,-0.00432314205365081
"BGSP",666,0.120822911538463
"BGSP",765,0.849614635398422
"BGSP",441,-1.53552191541599
"BGSP",846,1.44589877310202
"BGSP",849,1.46798337079475
"BGSP",589,-0.446015095908171
"BGSP",576,-0.541715019243317
"BGSP",763,0.834891570269938
"BGSP",568,-0.600607279757254
"BGSP",415,-1.72692176208628
"BGSP",578,-0.526991954114833
"BGSP",730,0.591960995649952
"BGSP",619,-0.225169118980911
"BGSP",655,0.0398460533318012
"BGSP",603,-0.342953640008783
"BGSP",687,0.275415095387546
"BGSP",635,-0.107384597953039
"BGSP",548,-0.747837931042094
"BGSP",868,1.60785248951535
"BGSP",585,-0.475461226165139
"BGSP",606,-0.320869042316057
"BGSP",616,-0.247253716673637
"BGSP",719,0.51098413744329
"BGSP",703,0.393199616415418
"BGSP",631,-0.136830728210007
"BGSP",807,1.15879900309659
"BGSP",795,1.07046061232568
"BGSP",1036,2.84458996030801
"BGSP",664,0.106099846409979
"BGSP",776,0.930591493605084
"BGSP",684,0.25333049769482
"BGSP",612,-0.276699846930605
"BGSP",579,-0.519630421550591
"BGSP",609,-0.298784444623331
"BGSP",641,-0.0632154025675869
"BGSP",575,-0.549076551807559
"BGSP",511,-1.02021463591905
"BGSP",799,1.09990674258265
"BGSP",550,-0.73311486591361
"BGSP",564,-0.630053410014222
"BGSP",608,-0.306145977187573
"BGSP",619,-0.225169118980911
"BGSP",533,-0.858260919505724
"BGSP",582,-0.497545823857865
"BGSP",846,1.44589877310202
"BGSP",798,1.09254521001841
"BGSP",776,0.930591493605084
"BGSP",907,1.89495225952079
"BGSP",615,-0.254615249237879
"BGSP",556,-0.688945670528158
"BGSP",720,0.518345670007532
"BGSP",653,0.0251229882033172
"BGSP",597,-0.387122835394235
"BGSP",562,-0.644776475142706
"BGSP",729,0.58459946308571
"BGSP",513,-1.00549157079056
"BGSP",737,0.643491723599646
"BGSP",594,-0.409207433086961
"BGSP",531,-0.872983984634208
"BGSP",650,0.00303839051059119
"BGSP",531,-0.872983984634208
"BGSP",721,0.525707202571774
"BGSP",473,-1.29995287336024
"BGSP",1025,2.76361310210134
